ID,T1,Year,Haptic Sensations,Correlated User Manipulation,Stimulus,Interfacing method,Ground method,Actuating mechanism,Simple to complex mechanism,,,web,Meeting name
67,han2020hapbead,2020,Not Specified,Not Specified,Vibration,Worn/ free gesture,Grounded-On-Same-Body-Part,Material,Others,,,https://doi.org/10.1145/3290605.3300718,ACM CHI
67,han2020hapbead,2020,Not Specified,Not Specified,Vibration,Worn/ free gesture,Grounded-On-Same-Body-Part,Off-The-Shelf Components,Others,,,https://doi.org/10.1145/2702123.2702459,ACM CHI
68,hamdan2019springlets,2019,Abstracted,Passive,Stretch On Skin,Worn/ free gesture,Grounded-On-Same-Body-Part,Material,Modularization,,,https://doi.org/10.1145/3313831.3376700,ACM CHI
68,hamdan2019springlets,2019,Abstracted,Passive,Stretch On Skin,Worn/ free gesture,Grounded-On-Same-Body-Part,Material,Spatial Distribution,,,https://doi.org/10.1145/3173574.3174116,ACM CHI
69,ion2015skin,2015,Abstracted,Passive,Stretch On Skin,Worn/ free gesture,Grounded-On-Same-Body-Part,Off-The-Shelf Components,Mechanical Mechanism,,,https://doi.org/10.1145/3126594.3126609,ACM UIST
70,tseng2020skin,2020,Abstracted,Passive,Others,Worn/ free gesture,Grounded-On-Same-Body-Part,Off-The-Shelf Components,Spatial Distribution,,,"https://www.sciencedirect.com/science/article/abs/pii/S0924424715302090#:~:text=The%20proposed%20multimodal%20tactile%20display,patterns%20to%20the%20operator's%20skin.&text=The%20tactile%20module%20consists%20of,array%20of%20four%20tactile%20cells.",Sensors and Actuators A: Physical
71,je2018pokering,2018,Abstracted,Passive,Stretch On Skin,Worn/ free gesture,Grounded-On-Same-Body-Part,Material,Spatial Distribution,,,"https://www.sciencedirect.com/science/article/abs/pii/S0924424715302090#:~:text=The%20proposed%20multimodal%20tactile%20display,patterns%20to%20the%20operator's%20skin.&text=The%20tactile%20module%20consists%20of,array%20of%20four%20tactile%20cells.",Sensors and Actuators A: Physical
72,pece2017magtics,2017,Abstracted,Passive,Stretch On Skin,Worn/ free gesture,Grounded-On-Same-Body-Part,Material,Spatial Distribution,,,https://link.springer.com/article/10.1007/s11012-015-0270-5#citeas,Soft Mechatronics
73,gallo2015flexible,2015,Compliance,Not Specified,Whole Proximate Object,Worn/ free gesture,Grounded-On-Same-Body-Part,Material,Spatial Distribution,,,https://link.springer.com/article/10.1007/s11012-015-0270-5#citeas,Soft Mechatronics
73,gallo2015flexible,2015,Shape,Not Specified,Whole Proximate Object,Worn/ free gesture,Grounded-On-Same-Body-Part,Material,Spatial Distribution,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.201700880,Advanced Materials
74,phung2015tactile,2015,Not Specified,Not Specified,Vibration,Encountered/free gesture,Grounded-On-Same-Body-Part,Material,Others,,,https://ieeexplore.ieee.org/abstract/document/8713412,IEEE/ASME Transactions on Mechatronics
74,phung2015tactile,2015,Not Specified,Not Specified,Stretch On Skin,Encountered/free gesture,Grounded-On-Same-Body-Part,Material,Others,,,https://doi.org/10.1145/2702123.2702569,ACM CHI
75,marette2017flexible,2017,Not Specified,Not Specified,Partial Proximate Object,Encountered/free gesture,Grounded-On-Same-Body-Part,Material,Spatial Distribution,,,https://doi.org/10.1145/3313831.3376655,ACM CHI
76,chen2019development,2019,Not Specified,Not Specified,Partial Proximate Object,Encountered/free gesture,Ungrounded,Material,None,,,https://doi.org/10.1145/3173574.3174024,ACM CHI
77,vazquez20153d,2015,Mechanical Mechanisms,All,Whole Proximate Object,Encountered/free gesture,Ungrounded,Off-The-Shelf Components,None,,,https://doi.org/10.1145/3294109.3295622,ACM TEI
78,chang2020kirigami,2020,Mechanical Mechanisms,All,Whole Proximate Object,Encountered/free gesture,Ungrounded,Passive,Modularization,,,https://doi.org/10.1145/2702123.2702516,ACM CHI
79,kato2018double,2018,Texture,Lateral Motion,Others,Worn/ free gesture,Grounded-On-Same-Body-Part,Material,Others,,,https://doi.org/10.1145/3290605.3300470,ACM CHI
80,zheng2019mechamagnets,2019,Mechanical Mechanisms,All,Whole Proximate Object,Encountered/free gesture,Ungrounded,Passive,Modularization,,,https://doi.org/10.1145/3242587.3242615,ACM UIST
81,ogata2015fluxpaper,2015,Mechanical Mechanisms,All,Whole Proximate Object,Encountered/free gesture,Ungrounded,Passive,None,,,https://doi.org/10.1145/3025453.3025702,ACM CHI
82,yasu2019magnetact,2019,Mechanical Mechanisms,All,Whole Proximate Object,Encountered/free gesture,Ungrounded,Passive,Modularization,,,https://doi.org/10.1145/3313831.3376552,ACM CHI
83,ogata2018magneto,2018,Mechanical Mechanisms,All,Whole Proximate Object,Encountered/free gesture,Ungrounded,Passive,Spatial Distribution,,,https://doi.org/10.1145/3290605.3300638,ACM CHI
84,yasu2017magnetic,2017,Mechanical Mechanisms,All,Whole Proximate Object,Encountered/free gesture,Ungrounded,Passive,None,,,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST
85,yasu2020magnelayer,2020,Mechanical Mechanisms,All,Whole Proximate Object,Encountered/free gesture,Ungrounded,Passive,Spatial Distribution,,,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST
86,mcintosh2019magnetips,2019,Abstracted,Not Specified,Forces/Constraint Across Joint,Worn/ free gesture,Grounded-On-Different-Body-Part,Material,Others,,,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST
87,wei2020elastilinks,2020,Force/Motion,Function Test,Whole Proximate Object,Grasped/ fixed gesture,Grounded-Off-Body,Off-The-Shelf Components,Elastic Material,,,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST
87,wei2020elastilinks,2020,Force/Motion,Function Test,Whole Proximate Object,Grasped/ fixed gesture,Ungrounded,Off-The-Shelf Components,Elastic Material,,,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST
87,wei2020elastilinks,2020,Force/Motion,Function Test,Whole Proximate Object,Grasped/ fixed gesture,Grounded-On-Different-Body-Part,Off-The-Shelf Components,Elastic Material,,,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST
87,wei2020elastilinks,2020,Force/Motion,Function Test,Whole Proximate Object,Grasped/ fixed gesture,Grounded-Off-Body,Off-The-Shelf Components,Mechanical Mechanism,,,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST
87,wei2020elastilinks,2020,Force/Motion,Function Test,Whole Proximate Object,Grasped/ fixed gesture,Ungrounded,Off-The-Shelf Components,Mechanical Mechanism,,,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST
87,wei2020elastilinks,2020,Force/Motion,Function Test,Whole Proximate Object,Grasped/ fixed gesture,Grounded-On-Different-Body-Part,Off-The-Shelf Components,Mechanical Mechanism,,,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST
87,wei2020elastilinks,2020,Force/Motion,Part Motion Test,Whole Proximate Object,Grasped/ fixed gesture,Grounded-Off-Body,Off-The-Shelf Components,Elastic Material,,,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST
87,wei2020elastilinks,2020,Force/Motion,Part Motion Test,Whole Proximate Object,Grasped/ fixed gesture,Ungrounded,Off-The-Shelf Components,Elastic Material,,,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST
87,wei2020elastilinks,2020,Force/Motion,Part Motion Test,Whole Proximate Object,Grasped/ fixed gesture,Grounded-On-Different-Body-Part,Off-The-Shelf Components,Elastic Material,,,https://dl.acm.org/doi/10.1145/3379337.3415836,ACM UIST
87,wei2020elastilinks,2020,Force/Motion,Part Motion Test,Whole Proximate Object,Grasped/ fixed gesture,Grounded-Off-Body,Off-The-Shelf Components,Mechanical Mechanism,,,https://dl.acm.org/doi/fullHtml/10.1145/3472749.3474781,ACM UIST
87,wei2020elastilinks,2020,Force/Motion,Part Motion Test,Whole Proximate Object,Grasped/ fixed gesture,Ungrounded,Off-The-Shelf Components,Mechanical Mechanism,,,https://dl.acm.org/doi/10.1145/3472749.3474772,ACM UIST
87,wei2020elastilinks,2020,Force/Motion,Part Motion Test,Whole Proximate Object,Grasped/ fixed gesture,Grounded-On-Different-Body-Part,Off-The-Shelf Components,Mechanical Mechanism,,,https://www.sciencedirect.com/science/article/abs/pii/S0925400515008461,Sensors and Actuators B: Chemical
88,chu2021motionring,2021,Effects,Function Test,Vibration,Worn/ free gesture,Grounded-On-Same-Body-Part,Off-The-Shelf Components,Spatial Distribution,,,https://dl.acm.org/doi/10.1145/3379337.3415854,ACM UIST
89,dementyev2021vhp,2021,Texture,None,Vibration,Worn/ free gesture,Grounded-On-Same-Body-Part,Off-The-Shelf Components,Spatial Distribution,,,https://dl.acm.org/doi/10.1145/3379337.3415854,ACM UIST
90,ganet2015haptic,2015,Not Specified,None,Vibration,Not specified,Not Specified,Material,Spatial Distribution,,,https://dl.acm.org/doi/10.1145/3379337.3415854,ACM UIST
91,kovacs2020haptic,2020,Effects,Unsupported Holding&Enclosure,Whole Proximate Object,Encountered/free gesture,Grounded-On-Different-Body-Part,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/10.1145/3379337.3415854,ACM UIST
91,kovacs2020haptic,2020,Effects,Others,Whole Proximate Object,Encountered/free gesture,Grounded-On-Different-Body-Part,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/10.1145/3379337.3415854,ACM UIST
91,kovacs2020haptic,2020,Effects,Throwing,Whole Proximate Object,Encountered/free gesture,Grounded-On-Different-Body-Part,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/10.1145/3379337.3415854,ACM UIST
91,kovacs2020haptic,2020,Size&Mass,Unsupported Holding&Enclosure,Whole Proximate Object,Encountered/free gesture,Grounded-On-Different-Body-Part,Off-The-Shelf Components,None,,,https://doi.org/10.1145/3266037.3266082,ACM UIST
91,kovacs2020haptic,2020,Size&Mass,Others,Whole Proximate Object,Encountered/free gesture,Grounded-On-Different-Body-Part,Off-The-Shelf Components,None,,,https://doi.org/10.1145/3313831.3376512,ACM CHI
91,kovacs2020haptic,2020,Size&Mass,Throwing,Whole Proximate Object,Encountered/free gesture,Grounded-On-Different-Body-Part,Off-The-Shelf Components,None,,,https://doi.org/10.1145/3313831.3376512,ACM CHI
92,klamka2018pushables,2018,Mechanical Mechanisms,Pressure,Whole Proximate Object,Encountered/free gesture,Ungrounded,Passive,None,,,https://dl.acm.org/doi/10.1145/3025453.3026009,ACM CHI
93,preechayasomboon2020chasm,2020,Abstracted,Pressure,Vibration,Grasped/ fixed gesture,Ungrounded,Material,Mechanical Mechanism,,,https://doi.org/10.1145/3313831.3376292,ACM CHI
93,preechayasomboon2020chasm,2020,Abstracted,Pressure,Stretch On Skin,Grasped/ fixed gesture,Ungrounded,Material,Mechanical Mechanism,,,https://doi.org/10.1145/2858036.2858481,ACM CHI
94,rietzler2017vair,2017,Others,Passive,Others,Worn/ free gesture,Grounded-On-Same-Body-Part,Off-The-Shelf Components,Spatial Distribution,,,https://ieeexplore.ieee.org/document/7565473,IEEE ACCESS
95,wang2020miniature,2020,Others,Others,Partial Proximate Object,Encountered/free gesture,Grounded-Off-Body,Off-The-Shelf Components,Others,,,https://doi.org/10.1145/3321335.3324939,ACM PerDis
96,makino2016haptoclone,2016,Abstracted,Static Contact,Vibration,Encountered/free gesture,Grounded-Off-Body,Off-The-Shelf Components,None,,,https://ieeexplore.ieee.org/document/8633421,IEEE Transactions on Haptics
97,korres2016haptogram,2016,Shape,Scanning,Vibration,Encountered/free gesture,Grounded-Off-Body,Off-The-Shelf Components,None,,,https://ieeexplore.ieee.org/document/8816101,IEEE WHC
98,freeman2019enhancing,2019,Others,Scanning,Others,Encountered/free gesture,Grounded-Off-Body,Off-The-Shelf Components,None,,,https://ieeexplore.ieee.org/document/8816137/,IEEE WHC
99,pittera2019creating,2019,Abstracted,Passive,Vibration,Encountered/free gesture,Grounded-Off-Body,Off-The-Shelf Components,None,,,https://ieeexplore.ieee.org/document/8920969/,IEEE HAVE
100,ito2019midair,2019,Mechanical Mechanisms,Pressure,Vibration,Encountered/free gesture,Grounded-Off-Body,Off-The-Shelf Components,None,,,https://doi.org/10.1145/3290605.3300905,ACM CHI
101,barreiro2019ultrasound,2019,Others,All,Partial Proximate Object,Encountered/free gesture,Grounded-Off-Body,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/10.1145/3332165.3347955,ACM UIST
102,ablart2019using,2019,Abstracted,Passive,Partial Proximate Object,Encountered/free gesture,Grounded-Off-Body,Off-The-Shelf Components,None,,,https://doi.org/10.1145/2807442.2807443,ACM UIST
103,sra2019adding,2019,Effects,Passive,Others,Worn/ free gesture,Grounded-On-Same-Body-Part,None,None,,,https://doi.org/10.1145/2807442.2807443,ACM UIST
104,boldu2019m,2019,Effects,Passive,Others,Encountered/free gesture,Not Specified,Off-The-Shelf Components,None,,,https://doi.org/10.1145/3025453.3025600,ACM CHI
105,lopes2015impacto,2015,Effects,Passive,Stretch On Skin,Worn/ free gesture,Grounded-On-Same-Body-Part,Electrical Muscle Stimulation,None,,,https://ieeexplore.ieee.org/document/7494918,IEEE Transactions on Haptics
105,lopes2015impacto,2015,Effects,Passive,Forces/Constraint Across Joint,Worn/ free gesture,Grounded-On-Same-Body-Part,Electrical Muscle Stimulation,None,,,https://doi.org/10.1145/3313831.3376353,ACM CHI
106,lopes2017providing,2017,Mass,Passive,Others,Worn/ free gesture,Grounded-On-Same-Body-Part,Electrical Muscle Stimulation,None,,,https://doi.org/10.1145/2858036.2858264,ACM CHI
107,spiers2016design,2017,Abstracted,All,Whole Proximate Object,Encountered/free gesture,Ungrounded,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/10.1145/3379337.3415862,ACM UIST
108,siu2020virtual,2020,Shape,Tool-Mediated,Forces/Constraint Across Joint,Grasped/ fixed gesture,Ungrounded,Off-The-Shelf Components,Track + Brake,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/smll.201702312,Small
109,jang2016haptic,2016,Abstracted,All,Partial Proximate Object,Encountered/free gesture,Ungrounded,Material,Spatial Distribution,,,https://ieeexplore.ieee.org/document/8725948,IEEE Transactions on Industrial Electronics
110,ryu2020elastick,2020,Mass Redistribution/Damped Oscillation,Shaking,Whole Proximate Object,Grasped/ fixed gesture,Ungrounded,Off-The-Shelf Components,Elastic Material,,,https://ieeexplore.ieee.org/abstract/document/8581471?casa_token=jPWHsrkkq4sAAAAA:GDrZFbowCBHztVE9KKcFh4t-la4XtcCVWNZQpiOsBXk2_4UfQ8zoIcriJq3rbq8ezVTa4TAK9DY,IEEE Robotics and Automation Letters
111,tiwari2018highly,2018,Texture,All,Partial Proximate Object,Encountered/free gesture,Ungrounded,Material,Spatial Distribution,,,https://pubs.rsc.org/en/content/articlelanding/2015/ra/c5ra03043a,RSC Advances
112,park2019soft,2020,Not Specified,Not Specified,Partial Proximate Object,Not specified,Not Specified,Material,None,,,https://doi.org/10.1145/3332165.3347888,ACM UIST
113,barreiros2018fluidic,2019,Shape,All,Whole Proximate Object,Encountered/free gesture,Not Specified,Material,Modularization,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/smll.201801603,Small
114,mohiuddin2015flexible,2015,Not Specified,Not Specified,Vibration,Not specified,Not Specified,Material,None,,,https://dl.acm.org/doi/10.1145/3411764.3445676,ACM CHI
115,yoon2019hapsense,2019,Not Specified,Not Specified,Vibration,Not specified,Not Specified,Material,None,,,https://www.liebertpub.com/doi/10.1089/soro.2019.0113,Soft Robotics
116,jun2018electroactive,2018,Texture,Lateral Motion,Partial Proximate Object,Encountered/free gesture,Not Specified,Material,None,,,https://onlinelibrary.wiley.com/doi/full/10.1002/advs.201700410,Advanced Science
117,huppert2021guidecopter,2021,Abstracted,None,Forces/Constraint Across Joint,Worn/ free gesture,Moving-Off-Body,Off-The-Shelf Components,None,,,https://science.sciencemag.org/content/365/6449/145,Science
118,zhao2020wearable,2020,Not Specified,Not Specified,Stretch On Skin,Worn/ free gesture,Grounded-On-Same-Body-Part,Material,Spatial Distribution,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/adfm.201500673,Advanced Functional Materials
119,roy2017electroionic,2017,Not Specified,Not Specified,Partial Proximate Object,Not specified,Not Specified,Material,None,,,http://dx.doi.org/10.1039/C5SM00707K,Soft Matter
120,kanik2019strain,2019,Not Specified,Not Specified,Partial Proximate Object,Not specified,Not Specified,Material,None,,,https://www.sciencedirect.com/science/article/pii/S0924424718318636?casa_token=XkzhAeOSLrkAAAAA:BHdT8v0tq5FpwK4rHW64el4U3nDTA_oPZlIMmfOPp0LwesJZ_ZlkdAalix-SXl1y9PGBWi7z_Zx5 ,Sensors and Actuators A: Physical
121,kim2015high,2015,Not Specified,Not Specified,Partial Proximate Object,Not specified,Not Specified,Material,None,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/admt.201700102,Advanced Materials Technologies
122,wang2016soft,2016,Not Specified,Not Specified,Stretch On Skin,Not specified,Not Specified,Material,None,,,https://iopscience.iop.org/article/10.1088/1361-665X/aa860d/pdf?casa_token=S0VXV4jH1XEAAAAA:zTqo8iZ4nWDq0q7iWnyE-lKScPdtqDuCKUfOiLjc5Id15NiMA46e5rwdChpM44OJ1nsgiXF38hWihjVuYpJF4Q,Smart Materials and Structures
123,carpenter2019healable,2019,Not Specified,Not Specified,Forces/Constraint Across Joint,Worn/ free gesture,Grounded-On-Different-Body-Part,Material,None,,,https://ieeexplore.ieee.org/document/7177691,IEEE WHC
124,besse2017flexible,2017,Not Specified,Not Specified,Stretch On Skin,Worn/ free gesture,Grounded-On-Same-Body-Part,Material,Spatial Distribution,,,https://doi.org/10.1145/3173574.3174000,ACM CHI
125,hwang2017design,2017,Not Specified,Not Specified,Stretch On Skin,Worn/ free gesture,Grounded-On-Same-Body-Part,Material,Others,,,https://www.sciencedirect.com/science/article/abs/pii/S0957415818300072,Mechatronics
126,shultz2015surface,2015,Not Specified,Not Specified,Whole Proximate Object,Not specified,Not Specified,Material,None,,,https://ieeexplore.ieee.org/document/7101278,IEEE/ASME Transactions on Mechatronics
127,gong2018jetto,2018,Abstracted,Passive,Stretch On Skin,Worn/ free gesture,Grounded-On-Same-Body-Part,Off-The-Shelf Components,None,,,https://ieeexplore.ieee.org/document/7318573,IEEE Engineering in Medicine and Biology Society
128,pinskier2018development,2018,Not Specified,Not Specified,Forces/Constraint Across Joint,Grasped/ fixed gesture,Grounded-Off-Body,Material,Mechanical Mechanism,,,https://doi.org/10.1145/2858036.2858104,ACM CHI
129,najmaei2015design,2016,Not Specified,Not Specified,Forces/Constraint Across Joint,Grasped/ fixed gesture,Grounded-Off-Body,Material,Mechanical Mechanism,,,https://doi.org/10.1145/2858036.2858104,ACM CHI
130,rizzo2015displaying,2015,Others,Not Specified,Partial Proximate Object,Not specified,Not Specified,Material,None,,,https://doi.org/10.1145/3025453.3025812,ACM CHI
131,nakagaki2016materiable,2016,Shape,All,Partial Proximate Object,Encountered/free gesture,Grounded-Off-Body,Off-The-Shelf Components,Spatial Distribution,,,https://doi.org/10.1145/2858036.2858544,ACM CHI
131,nakagaki2016materiable,2016,Compliance,All,Partial Proximate Object,Encountered/free gesture,Grounded-Off-Body,Off-The-Shelf Components,Spatial Distribution,,,https://doi.org/10.1145/2839462.2839494,ACM TEI
132,strohmeier2017generating,2017,Texture,Lateral Motion,Vibration,Encountered/free gesture,Not Specified,Off-The-Shelf Components,None,,,https://ui.adsabs.harvard.edu/abs/2020SMaS...29e5028M/abstract,Smart Materials and Structures
133,sahoo2016tablehop,2016,Texture,Lateral Motion,Partial Proximate Object,Encountered/free gesture,Grounded-Off-Body,Material,Spatial Distribution,,,https://www.nature.com/articles/s41586-019-1687-0?ref=mainstreem-dotcom/,Nature
134,strohmeier2016reflex,2016,Force/Motion,Others,Whole Proximate Object,Encountered/free gesture,Ungrounded,Off-The-Shelf Components,None,,,https://www.nature.com/articles/s41586-019-1687-0?ref=mainstreem-dotcom/,Nature
135,mazursky2020compact,2020,Not Specified,Not Specified,Stretch On Skin,Not specified,Not Specified,Material,None,,,https://dl.acm.org/doi/10.1145/2207676.2208731,ACM CHI
136,mintchev2019portable,2019,Not Specified,Others,Forces/Constraint Across Joint,Grasped/ fixed gesture,Ungrounded,Off-The-Shelf Components,Mechanical Mechanism,,,https://doi.org/10.1145/2984511.2984526,ACM UIST
137,yu2019skin,2019,Not Specified,Not Specified,Vibration,Worn/ free gesture,Grounded-On-Same-Body-Part,Material,Spatial Distribution,,,https://doi.org/10.1145/2984511.2984527,ACM UIST
138,badshah2012gyrotab,2012,Abstracted,Passive,Forces/Constraint Across Joint,Grasped/ fixed gesture,Ungrounded,Exsiting Devices,Others,,,https://doi.org/10.1145/2984511.2984526,ACM UIST
138.1,benko2016normaltouch,2016,Shape,Static Contact,Partial Proximate Object,Encountered/free gesture,Ungrounded,Off-The-Shelf Components,Mechanical Mechanism,,,https://doi.org/10.1145/2984511.2984527,ACM UIST
138.2,benko2016normaltouch,2016,Shape,Static Contact,Partial Proximate Object,Encountered/free gesture,Ungrounded,Off-The-Shelf Components,Spatial Distribution,,,https://doi.org/10.1145/2984511.2984526,ACM UIST
138.2,benko2016normaltouch,2016,Texture,Static Contact,Partial Proximate Object,Encountered/free gesture,Ungrounded,Off-The-Shelf Components,Spatial Distribution,,,https://doi.org/10.1145/2984511.2984527,ACM UIST
139,wilson2014perception,2014,Abstracted,Passive,Vibration,Encountered/free gesture,Grounded-Off-Body,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/10.1145/2556288.2557033,ACM CHI
140,portolesdiez2021novel,2021,Compliance,Lateral Motion,Vibration,Grasped/ fixed gesture,Grounded-Off-Body,Off-The-Shelf Components,None,,,https://ieeexplore.ieee.org/document/9381693,IEEE Transactions on Haptics
140,portolesdiez2021novel,2021,Compliance,Lateral Motion,Forces/Constraint Across Joint,Grasped/ fixed gesture,Grounded-Off-Body,Off-The-Shelf Components,None,,,https://ieeexplore.ieee.org/document/9381693,IEEE Transactions on Haptics
140,portolesdiez2021novel,2021,Curvature,Lateral Motion,Stretch On Skin,Grasped/ fixed gesture,Grounded-Off-Body,Off-The-Shelf Components,None,,,https://ieeexplore.ieee.org/document/9381693,IEEE Transactions on Haptics
140,portolesdiez2021novel,2021,Curvature,Lateral Motion,Forces/Constraint Across Joint,Grasped/ fixed gesture,Grounded-Off-Body,Off-The-Shelf Components,None,,,https://ieeexplore.ieee.org/document/9381693,IEEE Transactions on Haptics
141,wang2020position,2020,Compliance,Pressure,Forces/Constraint Across Joint,Grasped/ fixed gesture,Grounded-Off-Body,Off-The-Shelf Components,Mechanical Mechanism,,,https://ieeexplore.ieee.org/abstract/document/9293394,IEEE Transactions on Haptics
142,macgavin2021protactile,2021,Abstracted,Passive,Vibration,Worn/ free gesture,Grounded-On-Same-Body-Part,Off-The-Shelf Components,Spatial Distribution,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9417720,IEEE Transactions on Haptics
142,macgavin2021protactile,2021,Abstracted,Passive,Stretch On Skin,Worn/ free gesture,Grounded-On-Same-Body-Part,Off-The-Shelf Components,Spatial Distribution,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9417720,IEEE Transactions on Haptics
144,shabani2021haptic,2021,Abstracted,Passive,Vibration,Worn/ free gesture,Grounded-On-Same-Body-Part,Off-The-Shelf Components,None,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9423549,IEEE Transactions on Haptics
145,daunizeau2021phononic,2021,Texture,Lateral Motion,Vibration,Encountered/free gesture,Ungrounded,Material,None,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9400743,IEEE Transactions on Haptics
146,abe2021remote,2021,Texture,Lateral Motion,Vibration,Encountered/free gesture,Grounded-Off-Body,Off-The-Shelf Components,None,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9416825,IEEE Transactions on Haptics
147,bhatia2021soma,2021,Abstracted,Passive,Vibration,Worn/ free gesture,Grounded-On-Same-Body-Part,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/abs/10.1145/3411764.3445123,ACM CHI
147,bhatia2021soma,2021,Abstracted,Passive,Stretch On Skin,Worn/ free gesture,Grounded-On-Same-Body-Part,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/abs/10.1145/3411764.3445123,ACM CHI
148,kawazoe2021tactile,2021,Abstracted,Others,Vibration,Worn/ free gesture,Grounded-On-Same-Body-Part,Off-The-Shelf Components,None,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9442315,IEEE Transactions on Haptics
149,feick2021visuo,2021,Force/Motion,Part Motion Test,Whole Proximate Object,Encountered/free gesture,Not Specified,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/abs/10.1145/3411764.3445456,ACM CHI
150,hachisu2014vacuumtouch,2014,Abstracted,Static Contact,Stretch On Skin,Encountered/free gesture,Ungrounded,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/10.1145/2556288.2557252,ACM CHI
151,doucette2013effects,2013,Abstracted,Passive,Vibration,Worn/ free gesture,Ungrounded,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/10.1145/2470654.2466250,ACM CHI
152,hoggan2012pressages,2012,Abstracted,Passive,Vibration,Encountered/free gesture,Ungrounded,Exsiting Devices,None,,,https://dl.acm.org/doi/10.1145/2380116.2380185,ACM CHI
153,tam2013design,2013,Abstracted,Passive,Vibration,Worn/ free gesture,Ungrounded,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/10.1145/2470654.2466223,ACM CHI
154,park2013roles,2013,Abstracted,Passive,Partial Proximate Object,Encountered/free gesture,Ungrounded,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/10.1145/2470654.2466222,ACM CHI
155,monnai2014haptomime,2014,Abstracted,Passive,Stretch On Skin,Encountered/free gesture,Grounded-Off-Body,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/10.1145/2642918.2647407,ACM CHI
156,nakagawa2012mimictile,2012,Abstracted,Others,Whole Proximate Object,Encountered/free gesture,Ungrounded,Material,Others,,,https://dl.acm.org/doi/10.1145/2207676.2207782,ACM CHI
157,lee2012funneling,2012,Abstracted,Passive,Vibration,Encountered/free gesture,Ungrounded,Off-The-Shelf Components,Others,,,https://dl.acm.org/doi/10.1145/2207676.2208729,ACM CHI
158,prasad2014haptimoto,2014,Abstracted,Passive,Vibration,Worn/ free gesture,Grounded-On-Same-Body-Part,Off-The-Shelf Components,Spatial Distribution,,,https://dl.acm.org/doi/10.1145/2556288.2557404,ACM CHI
159,mullenbach2014exploring,2014,Texture,Lateral Motion,Vibration,Encountered/free gesture,Ungrounded,Off-The-Shelf Components,Spatial Distribution,,,https://dl.acm.org/doi/10.1145/2556288.2557343,ACM CHI
160,heo2019pseudobend,2019,Mechanical Mechanisms,Part Motion Test,Vibration,Grasped/ fixed gesture,Ungrounded,Off-The-Shelf Components,None,,,https://dl.acm.org/doi/10.1145/3332165.3347941,ACM UIST
